name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Baltimore, MD, United States",2024-01-01,44.3,37.6,40.8,42.1,33.5,37.7,34.5,78.4,0.011,100,8.33,rain,0,0,18.3,10.3,306.5,1017.2,95.7,9.9,31.9,2.9,3,10,2024-01-01T07:26:18,2024-01-01T16:53:39,0.68,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-02,44.9,33.2,39.2,39,27.2,34.1,27.9,64.6,0,0,0,,0,0,20.8,13.1,301.3,1019.9,49.8,9.9,93.6,8.1,5,10,2024-01-02T07:26:26,2024-01-02T16:54:29,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-03,46.4,29.2,37.4,45.1,25.8,35.7,27.4,68.2,0,0,0,,0,0,13,6.4,238.5,1018,56.7,9.9,114.3,9.8,5,10,2024-01-03T07:26:31,2024-01-03T16:55:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-04,44.8,31.4,38.7,39,23.9,34.2,25.9,60.5,0,0,0,,0,0,27.1,18.4,305.9,1018.4,69.7,9.9,46.6,3.9,2,10,2024-01-04T07:26:35,2024-01-04T16:56:12,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-05,41,24.7,31.7,41,19,29.3,19.1,60.5,0,0,0,,0,0,18.3,6.2,281.1,1026.7,23.5,9.9,115.6,10,5,10,2024-01-05T07:26:36,2024-01-05T16:57:05,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-06,39,27.8,34.6,32.6,26.2,30.1,30.9,86.3,0.773,100,45.83,rain,0.3,0,29.9,16.7,34.4,1014,89.3,6.8,12.8,1.1,1,10,2024-01-06T07:26:35,2024-01-06T16:58:00,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-07,48.6,35.5,41.2,42.6,28.6,35.4,33.2,74.4,0,0,0,,0,0,35.6,21.8,278,1008.3,79.9,8.8,91.9,7.9,6,10,2024-01-07T07:26:31,2024-01-07T16:58:56,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-08,49.5,32.3,41.3,47.1,30.8,37.5,28.2,60.9,0,0,0,,0,0,21,12.5,296.8,1027.7,33.5,9.9,120.1,10.3,5,10,2024-01-08T07:26:26,2024-01-08T16:59:54,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-09,57.6,33.4,45.8,57.6,31.7,42.5,42.6,88.7,1.648,100,54.17,rain,0,0,43.1,24.2,116.6,1011.4,91.1,6.2,5.7,0.5,0,10,2024-01-09T07:26:18,2024-01-09T17:00:52,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-10,58.6,43.1,49.1,58.6,38,45.5,33.3,55.6,0.014,100,8.33,rain,0,0,44.8,21.9,254.2,996.8,81.7,9.9,79.5,7,5,10,2024-01-10T07:26:09,2024-01-10T17:01:52,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-11,49.8,33.3,41.6,45.8,31.4,38.9,29.3,62.3,0,0,0,,0,0,17.9,9.9,212.4,1012.4,22.5,9.9,124.6,10.8,5,10,2024-01-11T07:25:57,2024-01-11T17:02:53,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-12,52.4,30.5,41.3,52.4,27.2,37.9,33.3,75.1,0.304,100,16.67,rain,0,0,49.2,18.2,94,1015.5,55.4,9.5,91.1,7.9,4,10,2024-01-12T07:25:43,2024-01-12T17:03:54,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-13,55.4,35.3,46.9,55.4,26.9,42.3,35.2,67,0.079,100,33.33,rain,0,0,55.5,28.9,252.4,998.3,63.1,8.8,82,7.1,6,10,2024-01-13T07:25:26,2024-01-13T17:04:57,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-14,44.4,29.2,34.3,37.2,21.7,27.4,15.7,48.6,0,0,0,"rain,snow",0.1,0,42.9,28.2,268.3,1015.4,35.9,9.4,89.1,7.7,5,10,2024-01-14T07:25:08,2024-01-14T17:06:00,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-15,30.2,25.5,28,29.5,17.6,24.4,19.8,74.6,0.225,100,54.17,"rain,snow",1.9,0.4,17.2,11.9,5.7,1023.8,99.5,4.5,15.6,1.4,1,10,2024-01-15T07:24:48,2024-01-15T17:07:05,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-16,30.6,18.5,27.6,25.7,6.2,19,20.9,76.9,0.113,100,45.83,"rain,snow",2.1,3.5,32.8,18.2,314.3,1013.5,79.8,5.9,14.5,1.3,1,10,2024-01-16T07:24:25,2024-01-16T17:08:10,0.18,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-17,28.2,13.2,21.1,23.8,4,13.1,4.3,49.1,0,0,0,,0,2.7,24.2,14.9,255.2,1019.7,2.8,9.9,137.5,11.8,6,10,2024-01-17T07:24:00,2024-01-17T17:09:15,0.25,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-18,34.3,16.4,27,34.3,16.4,26.1,14.4,59.4,0,0,0,,0,1.7,14.8,5.7,90.4,1021.1,73.3,9.9,60,5.1,3,10,2024-01-18T07:23:34,2024-01-18T17:10:22,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-19,33.2,24.5,30.3,32.4,16.7,24.7,25.5,82.6,0.258,100,58.33,"rain,snow",4.4,2.8,19,12.2,319.7,1011.4,82.3,4.9,20.7,1.7,1,10,2024-01-19T07:23:05,2024-01-19T17:11:29,0.29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-20,26.2,18.8,22.9,16.3,6.9,10.8,9,55.4,0,0,0,snow,0.3,3.5,40.3,22.7,284.2,1020.3,48.3,9.9,89.9,7.8,5,10,2024-01-20T07:22:34,2024-01-20T17:12:37,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-21,33.5,19.4,26.4,24,8.4,16.2,13.5,57.9,0,0,0,,0,2.9,29.4,17.8,285.7,1031.1,25.2,9.9,143.3,12.5,6,10,2024-01-21T07:22:01,2024-01-21T17:13:45,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-22,37.7,16.7,27.4,35.5,11.3,23.9,15.2,61.2,0,0,0,,0,2.8,15,9.8,227,1035.5,31.3,9.9,137.8,12,6,10,2024-01-22T07:21:27,2024-01-22T17:14:53,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-23,42.6,24.8,33.5,42.6,24.8,32.9,24.1,69.3,0,0,0,,0,1.5,13.6,4.1,55.5,1032.6,58,9.7,83.7,7.2,4,10,2024-01-23T07:20:50,2024-01-23T17:16:02,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-24,43.8,36,40,43.6,34.1,39.5,35.4,83.7,0.008,100,4.17,rain,0,0.4,20.8,4.4,54.9,1029.7,97.1,6.1,38.6,3.3,2,10,2024-01-24T07:20:11,2024-01-24T17:17:12,0.46,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-25,58.5,44,49.9,58.5,44,49.9,47.9,92.8,0.154,100,45.83,rain,0,0,21.7,5.7,68.5,1020.5,99.6,2.5,34.8,3,2,10,2024-01-25T07:19:31,2024-01-25T17:18:21,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-26,74.2,48.5,57.9,74.2,48.5,57.9,54.4,89.3,0.02,100,12.5,rain,0,0,21,8.4,7.9,1015.9,89.6,4.3,95.8,8.2,6,10,2024-01-26T07:18:48,2024-01-26T17:19:31,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-27,58.2,40.3,48.6,58.2,40.3,47.9,43.5,83.8,0.014,100,4.17,rain,0,0,16.8,9.6,78,1021.3,87,7.2,73.3,6.2,4,10,2024-01-27T07:18:04,2024-01-27T17:20:41,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-28,44.8,41.8,43.2,42.1,33.6,38.6,40.6,90.6,0.989,100,50,rain,0,0,30.9,17.4,30.9,1008.1,98.6,6,33.6,3,2,10,2024-01-28T07:17:18,2024-01-28T17:21:52,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-29,44.9,41.1,42.8,38.5,34.8,36.7,32.1,66.5,0.001,100,4.17,rain,0,0,31.6,18.8,318.4,1012.8,94.1,9.9,96.2,8.4,6,10,2024-01-29T07:16:30,2024-01-29T17:23:02,0.63,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-30,42,37.1,39.2,41,31.8,34.7,28.7,65.9,0,0,0,,0,0,11.4,9.7,102.8,1021.4,100,9.9,52,4.5,3,10,2024-01-30T07:15:40,2024-01-30T17:24:13,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-01-31,43.7,33.7,39.3,43.7,32.6,37.3,34,81.5,0,0,0,,0,0,9.4,6.2,40.1,1019.5,84.7,9.4,34.1,2.9,2,10,2024-01-31T07:14:48,2024-01-31T17:25:24,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-01,54,29.5,40.9,54,29.5,40.1,32.5,74.7,0,0,0,,0,0,18.3,10.4,226.8,1016.2,46.9,8.3,144.1,12.5,6,10,2024-02-01T07:13:55,2024-02-01T17:26:35,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-02,49.5,42,44.8,45.1,35.1,41.9,35.2,70.3,0.019,100,8.33,rain,0,0,24.8,15.6,338.2,1012.9,95.9,9.1,54,4.7,3,10,2024-02-02T07:13:00,2024-02-02T17:27:46,0.75,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-03,50.2,33.5,40.5,50.2,30.1,37.7,26.1,57.5,0,0,0,,0,0,20.4,11.3,338.5,1018.1,18.5,9.9,153.8,13.3,6,10,2024-02-03T07:12:04,2024-02-03T17:28:57,0.79,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-04,50.1,28.9,38.4,50.1,26.7,37.5,24.6,60.3,0,0,0,,0,0,13,5.3,47.4,1016.2,7.1,9.9,160.3,14,6,10,2024-02-04T07:11:06,2024-02-04T17:30:07,0.83,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-05,47.5,27.8,38.1,43.7,27.3,35.6,25.2,61.8,0,0,0,,0,0,14.8,8.8,31.9,1014.1,7.1,9.9,156.8,13.6,6,10,2024-02-05T07:10:06,2024-02-05T17:31:18,0.86,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-06,44.1,29.5,36.4,40.8,22.4,31.9,19.3,51.2,0,0,0,,0,0,23,13.6,23.2,1021.2,9.1,9.9,164,14.2,7,10,2024-02-06T07:09:05,2024-02-06T17:32:29,0.89,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-07,49.5,26.1,36.7,47.8,22,35.4,22.2,57.4,0,0,0,,0,0,11.2,6.5,55,1025.8,20.1,9.9,163.8,14.3,7,10,2024-02-07T07:08:02,2024-02-07T17:33:39,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-08,53,29.3,40.6,53,29.3,39.5,27.9,62.4,0,0,0,,0,0,13.6,7.5,141.9,1025.5,51.9,9.9,120.6,10.3,6,10,2024-02-08T07:06:58,2024-02-08T17:34:50,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-09,58.6,38.5,46.3,58.6,35.8,45.3,36.4,69.6,0,0,0,,0,0,15.7,7.1,125.9,1018.3,65,9.9,145.3,12.3,6,10,2024-02-09T07:05:52,2024-02-09T17:36:00,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-10,61.7,39.8,49.6,61.7,39.8,49.6,42.2,76.7,0,0,0,,0,0,19.2,14,214.6,1012.1,82.8,9.7,54.9,4.7,3,10,2024-02-10T07:04:45,2024-02-10T17:37:10,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-11,56.6,48,51.7,56.6,46.3,51.6,44.7,77.4,0.038,100,16.67,rain,0,0,12.8,6.7,56.2,1012.8,96.7,9.4,40.4,3.5,2,10,2024-02-11T07:03:36,2024-02-11T17:38:20,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-12,48.7,42.4,46,47.3,36.2,44.6,41.8,85.5,0.057,100,20.83,rain,0,0,13.6,12.7,87.2,1011,100,5.8,24.6,2.2,1,10,2024-02-12T07:02:27,2024-02-12T17:39:29,0.09,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-13,45.7,34.2,40.3,38.3,25.7,33.8,32.9,76.8,0.672,100,50,"rain,snow",0,0,37.9,25.6,330.5,1004.7,84.6,6.8,116.9,10.1,7,10,2024-02-13T07:01:16,2024-02-13T17:40:39,0.13,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-14,43.6,28.9,37.9,36.7,26.9,32.1,20,49.4,0,0,0,,0,0,33.5,19,298.3,1019.7,39.4,9.9,190.4,16.3,7,10,2024-02-14T07:00:03,2024-02-14T17:41:48,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-15,44.8,24.3,34.8,39.6,24.3,32.5,25,68.5,0,0,0,,0,0,27.3,12.4,145.2,1019.4,39.7,9.9,153.2,13.1,6,10,2024-02-15T06:58:50,2024-02-15T17:42:57,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-16,46.9,35.2,41.7,44.4,29.8,36.9,20.5,44.4,0,0,0,,0,0,36.9,20.2,285.3,1014.1,43.7,9.9,160.7,14,6,10,2024-02-16T06:57:35,2024-02-16T17:44:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-17,39.8,28.1,34,39.8,20,26.8,22.7,65.8,0.199,100,16.67,"rain,snow",1,0.3,35.1,22.2,294.8,1011.7,66.8,8,123.4,10.6,5,10,2024-02-17T06:56:19,2024-02-17T17:45:14,0.27,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-18,47.5,25.4,35.6,43.4,19.9,30.5,14.2,43,0,0,0,,0,0,23.5,14.9,233.4,1014.3,34.1,9.9,182,15.7,7,10,2024-02-18T06:55:02,2024-02-18T17:46:22,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-19,46.4,27.8,37.6,44.6,27.1,35.2,20.7,51.8,0,0,0,,0,0,14.3,10.8,290.2,1021.8,8.5,9.9,190.5,16.5,7,10,2024-02-19T06:53:43,2024-02-19T17:47:30,0.33,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-20,45.6,27.7,35.9,42.7,24,32.2,23.9,62.7,0,0,0,,0,0,16.1,9,80.5,1030.2,26.6,9.9,188,16.2,7,10,2024-02-20T06:52:24,2024-02-20T17:48:37,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-21,44.8,28.5,36.4,41.8,25.5,32.9,27,69.8,0,0,0,,0,0,16.1,8.4,80.6,1029,18.4,9.9,185.8,16,7,10,2024-02-21T06:51:04,2024-02-21T17:49:44,0.4,Clear,Clear conditions throughout the day.,clear-day,"E8863,C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-22,45,28.1,38.4,41.6,28.1,35.8,33.6,83.2,0.147,100,16.67,rain,0,0,25.3,10.4,122.2,1014.6,77.2,9.3,69.2,6,4,10,2024-02-22T06:49:43,2024-02-22T17:50:51,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-23,49.9,38.1,43.5,47.2,35.8,42.1,39.8,87,0.008,100,4.17,rain,0,0,15.7,8.7,323.9,999.9,82.8,7.9,71.9,6.2,3,10,2024-02-23T06:48:20,2024-02-23T17:51:57,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-24,49.5,33.2,42.7,45.8,28.8,38.6,30.5,64.8,0.008,100,8.33,rain,0,0,21.9,12.2,332.5,1006.9,79.2,8.9,133.7,11.6,8,10,2024-02-24T06:46:57,2024-02-24T17:53:04,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-25,44.5,22.1,34.5,40.5,21.6,31.8,18.5,53.3,0,0,0,,0,0,17.2,10.2,146.3,1020.5,11.6,9.9,196.6,17,7,10,2024-02-25T06:45:33,2024-02-25T17:54:10,0.54,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-26,58.1,31.4,44.6,58.1,31.4,44.5,32.8,64.9,0,0,0,,0,0,18.1,10.8,98.9,1016.8,48.3,9.9,177.5,15.4,8,10,2024-02-26T06:44:08,2024-02-26T17:55:15,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-27,62.4,36.4,50.8,62.4,36.4,50.8,42.7,75.8,0.003,100,12.5,rain,0,0,36.9,13.9,173.3,1012.7,72.7,9.3,83.7,7.3,5,10,2024-02-27T06:42:43,2024-02-27T17:56:20,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-28,63.9,44,57.3,63.9,34.4,56.6,50.5,78.9,0.196,100,45.83,rain,0,0,49.8,34.4,228.6,1005.9,95.3,9,29,2.6,2,10,2024-02-28T06:41:16,2024-02-28T17:57:25,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-02-29,46.9,31.4,38.4,41.4,21.6,31.1,15,39.4,0,0,0,,0,0,39.2,19.4,283.2,1027.3,16.3,9.9,206.3,17.8,8,10,2024-02-29T06:39:49,2024-02-29T17:58:30,0.67,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-01,49.9,27,39.9,47,27,37.2,24,54.7,0,0,0,,0,0,20.8,12.5,134.9,1034.5,49.2,9.9,183.2,15.8,8,10,2024-03-01T06:38:21,2024-03-01T17:59:34,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-02,55.2,39.8,47.2,55.2,34.2,44.8,44.9,92,0.727,100,58.33,rain,0,0,21.9,14.2,5.3,1023,92.8,6.3,75.8,6.6,4,10,2024-03-02T06:36:52,2024-03-02T18:00:38,0.74,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-03,65.3,38.1,51.7,65.3,38.1,51.3,43.8,77.1,0,0,0,,0,0,17.2,9.6,170.1,1022.9,33.4,8.2,205.1,17.7,8,10,2024-03-03T06:35:23,2024-03-03T18:01:42,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-04,65.8,46.9,54.3,65.8,46.9,54.3,46,74.5,0.002,100,4.17,rain,0,0,18.3,12.9,81.9,1025.3,88.2,9.9,134.3,11.6,6,10,2024-03-04T06:33:53,2024-03-04T18:02:45,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-05,53.4,46.8,49,53.4,41.7,46.8,46.3,90.5,0.396,100,58.33,rain,0,0,24.2,13.1,37.1,1019.1,95,6.9,62.8,5.4,2,10,2024-03-05T06:32:23,2024-03-05T18:03:48,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-06,53.3,45.8,50.2,53.3,45.8,49.9,49.4,97,0.23,100,41.67,rain,0,0,22.4,9,27.5,1013.6,99.4,3.8,29.7,2.4,1,10,2024-03-06T06:30:52,2024-03-06T18:04:51,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-07,62,50.9,56.1,62,50.9,56.1,46.6,72.3,0.04,100,12.5,rain,0,0,28.4,15,331.9,1013.4,77.8,9.7,136.8,11.9,8,10,2024-03-07T06:29:20,2024-03-07T18:05:54,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-08,55.7,43.7,49.4,55.7,37.7,47.9,39,68,0,0,0,,0,0,22.4,13.5,90,1024.1,57.8,9.9,180.8,15.5,8,10,2024-03-08T06:27:48,2024-03-08T18:06:56,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-09,50.9,42.5,45.7,50.9,36.3,41.7,42.8,89.6,0.673,100,45.83,rain,0,0,36,13.1,87.5,1012.8,99.7,6.7,15.4,1.4,1,10,2024-03-09T06:26:16,2024-03-09T18:07:58,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-10,47.3,36.8,44.5,42.8,26.7,37.2,30.7,61.3,0.034,100,16.67,rain,0,0,44.8,27.1,275.8,1003.1,87,9.8,170.3,14.2,7,10,2024-03-10T07:24:43,2024-03-10T19:09:00,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-03-11,55.2,36.5,45.3,55.2,25,39.5,20.5,39.4,0,0,0,,0,0,43.6,26.9,281.4,1012.3,27.9,9.9,229.8,20.1,9,10,2024-03-11T07:23:10,2024-03-11T19:10:01,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
