name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Baltimore, MD, United States",2024-12-04,44.1,26.3,35.2,38.2,20.8,29.9,17.6,50.2,0,0,0,,0,0,27.3,12.3,207.8,1020.6,55,9.9,76.3,6.7,5,10,2024-12-04T07:10:38,2024-12-04T16:43:07,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-05,45,28.1,37.5,39.7,16,28.2,17,43.9,0,0,0,,0,0,44.2,27.1,266.4,1010,46.8,9.9,119,10.3,5,10,2024-12-05T07:11:33,2024-12-05T16:43:03,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-06,37.7,27.1,31.2,28.8,17.2,22.6,15.5,52,0,0,0,,0,0,31.1,17,280.6,1022.6,38.9,9.9,84.4,7.4,4,10,2024-12-06T07:12:27,2024-12-06T16:43:01,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-07,41,27,34.9,40.2,18.8,29.2,13.2,41.4,0,0,0,,0,0,24.2,15.5,247.4,1022.1,77.6,10,62.6,5.4,3,10,2024-12-07T07:13:20,2024-12-07T16:43:01,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-08,62.2,36.2,47.4,62.2,30.7,45.1,24.5,41.3,0,0,0,,0,0,21.7,14.6,244.2,1012.8,67.4,9.9,70.3,6.1,3,10,2024-12-08T07:14:12,2024-12-08T16:43:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,KMTN"
"Baltimore, MD, United States",2024-12-09,56.2,35.4,45.3,56.2,32.4,45,40,81.8,0.02,100,8.33,rain,0,0,18.8,9.8,208.5,1014,70.5,9.7,29.8,2.4,1,10,2024-12-09T07:15:02,2024-12-09T16:43:08,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-10,48.3,42.2,46,47.9,42.2,45,45.4,97.5,0.048,100,20.83,rain,0,0,18.1,8,99.2,1015.3,95.3,1.5,24.3,2.1,1,10,2024-12-10T07:15:50,2024-12-10T16:43:15,0.33,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,AS955,KMTN"
"Baltimore, MD, United States",2024-12-11,61.8,38.1,51.4,61.8,27.7,48.8,48.1,89.4,0.628,100,79.17,rain,0,0,40.3,22,261.6,1005.1,93,4.9,11.5,1,1,10,2024-12-11T07:16:38,2024-12-11T16:43:23,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-12,44.9,31.1,36.9,38.2,26.9,31.4,17.5,47.6,0,0,0,,0,0,35.9,17.9,261.9,1023.3,21.7,9.9,116.3,9.9,5,10,2024-12-12T07:17:23,2024-12-12T16:43:34,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-13,36.4,24.5,32.1,35.8,23.5,30.2,16.2,52.2,0,0,0,,0,0,19.7,7.9,39.5,1038.1,78.4,9.9,35.6,3,2,10,2024-12-13T07:18:08,2024-12-13T16:43:48,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-14,36.7,29.1,32.4,31.5,21.5,26.7,16.5,52.1,0,0,0,,0,0,17,11.2,49.8,1045.4,56.8,9.9,109.1,9.3,5,10,2024-12-14T07:18:51,2024-12-14T16:44:03,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-15,40.1,30.1,35.2,40.1,23.5,30.8,27.1,72.3,0.208,100,25,rain,0,0,16.3,12.3,55.6,1039.7,90.5,8.7,37.3,3.3,2,10,2024-12-15T07:19:32,2024-12-15T16:44:21,0.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-16,47,39.1,42.7,44.1,33.5,40.7,41.6,96,0.376,100,45.83,rain,0,0,24.2,7.9,66,1027.3,100,2.6,28,2.4,1,10,2024-12-16T07:20:11,2024-12-16T16:44:40,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-17,63.5,42.8,52.6,63.5,40.7,51.9,47.3,83.6,0.001,100,4.17,rain,0,0,21.9,12.2,245.1,1021.7,69.4,8.5,83.1,7.4,4,10,2024-12-17T07:20:49,2024-12-17T16:45:02,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-18,53.2,32.8,44.1,53.2,32.8,43.5,36.8,77.1,0.092,100,20.83,rain,0,0,20.8,12.4,314,1020.9,65.9,9.5,58.7,5.1,4,10,2024-12-18T07:21:25,2024-12-18T16:45:26,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,AS955,KMTN"
"Baltimore, MD, United States",2024-12-19,48,35.9,42.5,46.1,32.5,39.1,30.5,63.4,0,0,0,,0,0,27.7,12.6,333,1024.2,57.1,9.9,114.6,9.9,5,10,2024-12-19T07:21:59,2024-12-19T16:45:51,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-20,38.1,33.4,36.6,34.8,27.9,32,31.1,80.8,0.072,100,16.67,rain,0,0,15.4,7.9,359.1,1016.8,97.3,7.6,13.8,1.1,1,10,2024-12-20T07:22:31,2024-12-20T16:46:19,0.67,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-21,37.4,27.2,33.6,29.4,16.9,25.3,18.6,56.1,0,0,0,,0,0,32.2,21.2,307.2,1020.8,70.5,9.3,88.7,7.6,5,10,2024-12-21T07:23:02,2024-12-21T16:46:49,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-22,32,18.5,25.8,27.2,13.3,20.4,8.7,48.7,0,0,0,,0,0,21.7,13,347.7,1032.1,25.3,9.9,116.5,10.2,5,10,2024-12-22T07:23:30,2024-12-22T16:47:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-23,30,17.8,24,29,8.6,19.9,11.1,57.7,0,0,0,,0,0,17,8.3,84.3,1035.8,27.8,9.9,107.8,9.3,5,10,2024-12-23T07:23:57,2024-12-23T16:47:54,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-24,40.1,20.9,32.5,38.1,18.2,31.5,24.8,73.3,0.014,100,8.33,"rain,snow",0.3,0,17.4,4.8,229.4,1026.8,87.3,9.7,34.7,3.1,2,10,2024-12-24T07:24:21,2024-12-24T16:48:30,0.8,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-25,43.1,33.2,37.4,43.1,30.2,35.9,30.2,75.6,0,0,0,,0,0,10.5,6.2,67.9,1028.5,87,9.1,60.4,5.3,3,10,2024-12-25T07:24:44,2024-12-25T16:49:07,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-26,37.1,30.8,34.8,37.1,25,32.2,26.3,71.3,0,0,0,,0,0,10.3,9.2,65.8,1031.1,89.3,8.3,39.3,3.5,2,10,2024-12-26T07:25:05,2024-12-26T16:49:47,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-27,44.1,29.9,38.2,42.2,29.1,36.4,28.9,69.5,0,0,0,,0,0,17,6.9,85.9,1029.9,82.7,7.6,100.7,8.6,5,10,2024-12-27T07:25:23,2024-12-27T16:50:27,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-28,48.8,39.6,44,48.8,39.6,43.7,42.6,94.5,0.536,100,70.83,rain,0,0,16.1,4.7,102.4,1024.1,100,1.9,17.9,1.4,1,10,2024-12-28T07:25:40,2024-12-28T16:51:10,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-29,62.3,47,54.3,62.3,47,54.3,50.8,88.6,0.173,100,25,rain,0,0,41.6,16.2,141.5,1014.4,94.2,6.2,63.6,5.6,5,10,2024-12-29T07:25:54,2024-12-29T16:51:54,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-30,61.1,43.1,53.9,61.1,41.1,53.2,39,60.2,0,0,0,,0,0,35.3,16.6,253.9,1006.7,33,9.6,116.7,10.1,5,10,2024-12-30T07:26:07,2024-12-30T16:52:40,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-12-31,58.5,33.8,45.9,58.5,33.8,45.1,36.1,70.9,0.137,100,4.17,rain,0,0,29.8,12.7,113.9,1007.7,56.8,9.8,110,9.5,5,10,2024-12-31T07:26:17,2024-12-31T16:53:28,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,72406093721,KBWI,72406793744,KMTN"
